"죄종별","시점","발생건수[건]","검거건수[건]","발생건수 대비 검거건수[%]","검거인원[명]","남자검거인원[명]","여자검거인원[명]","불상검거인원[명]","법인체[개]",
"강도","2018 년","821","821","100","1219","1061","132","26","-",
"강도","2019 년","798","801","100.4","1376","1197","165","14","-",
"강도","2020 년","663","658","99.2","1258","1047","177","34","3",
"강도","2021 년","495","487","98.4","766","654","100","12","-",
"강도","2022 년","516","507","98.3","788","688","92","8","-",
"강도","2011 년","1080","693","64.2","593","543","29","21","-",
"강도","2012 년","569","368","64.7","341","312","19","10","-",
"강도","2013 년","379","311","82.1","277","242","26","9","",
"강도","2014 년","299","274","91.6","255","221","27","7","",
"강도","2015 년","282","281","99.6","233","208","21","4","",
"강도","2016 년","213","219","102.8","200","190","8","2","-",
"강도","2017 년","165","166","100.6","166","151","14","1","-",
"강도","2018 년","155","157","101.3","148","133","13","2","-",
"강도","2019 년","127","129","101.6","135","117","17","1","-",
"강도","2020 년","110","108","98.2","106","91","15","-","2",
"강도","2021 년","86","86","100","83","71","11","1","-",
"강도","2022 년","79","76","96.2","72","62","7","3","-",
"준강도","2011 년","255","236","92.5","243","218","22","3","-",
"준강도","2012 년","202","185","91.6","219","195","16","8","-",
"준강도","2013 년","158","154","97.5","145","135","8","2","",
"준강도","2014 년","137","136","99.3","145","130","13","2","",
"준강도","2015 년","148","147","99.3","148","138","10","","",
"준강도","2016 년","139","135","97.1","148","134","14","-","-",
"준강도","2017 년","109","111","101.8","107","100","7","-","-",
"준강도","2018 년","100","98","98","97","90","7","-","-",
"준강도","2019 년","75","77","102.7","80","71","9","-","-",
"준강도","2020 년","77","77","100","85","70","15","-","-",
"준강도","2021 년","61","60","98.4","65","52","13","-","-",
"준강도","2022 년","71","70","98.6","67","58","9","-","-",
"특수강도","2011 년","1180","1118","94.7","2036","1690","234","112","-",
"특수강도","2012 년","825","743","90.1","1403","1231","125","47","-",
"특수강도","2013 년","658","623","94.7","1042","907","94","41","",
"특수강도","2014 년","520","505","97.1","852","737","86","29","",
"특수강도","2015 년","461","462","100.2","784","660","91","33","",
"특수강도","2016 년","343","349","101.7","707","586","101","20","-",
"특수강도","2017 년","324","329","101.5","558","479","59","20","-",
"특수강도","2018 년","262","260","99.2","479","398","64","17","-",
"특수강도","2019 년","316","312","98.7","548","482","58","8","-",
"특수강도","2020 년","234","233","99.6","527","431","71","25","1",
"특수강도","2021 년","169","164","97","293","244","43","6","-",
"특수강도","2022 년","174","171","98.3","325","291","29","5","-",
"준특수강도","2011 년","4","4","100","6","6","-","-","-",
"준특수강도","2012 년","4","4","100","12","9","-","3","-",
"준특수강도","2013 년","5","5","100","17","15","","2","",
"준특수강도","2014 년","3","3","100","5","5","","","",
"준특수강도","2015 년","2","2","100","4","4","","","",
"준특수강도","2016 년","4","5","125","7","7","-","-","-",
"준특수강도","2017 년","2","2","100","4","3","1","-","-",
"준특수강도","2018 년","1","1","100","1","1","-","-","-",
"준특수강도","2019 년","5","5","100","8","7","1","-","-",
"준특수강도","2020 년","2","2","100","2","2","-","-","-",
"준특수강도","2021 년","2","2","100","2","2","-","-","-",
"준특수강도","2022 년","5","5","100","6","6","-","-","-",
"강도상해·치상","2011 년","1185","1063","89.7","1907","1630","202","75","-",
"강도상해·치상","2012 년","827","773","93.5","1428","1272","107","49","-",
"강도상해·치상","2013 년","669","655","97.9","1149","985","116","48","",
"강도상해·치상","2014 년","503","504","100.2","822","751","57","14","",
"강도상해·치상","2015 년","486","498","102.5","838","724","94","20","",
"강도상해·치상","2016 년","398","403","101.3","634","580","45","9","-",
"강도상해·치상","2017 년","311","312","100.3","595","527","59","9","-",
"강도상해·치상","2018 년","253","254","100.4","426","378","43","5","-",
"강도상해·치상","2019 년","233","235","100.9","558","475","79","4","-",
"강도상해·치상","2020 년","209","211","101","487","409","73","5","-",
"강도상해·치상","2021 년","149","146","98","289","252","32","5","-",
"강도상해·치상","2022 년","163","161","98.8","287","241","46","-","-",
"강도살인·치사","2011 년","74","74","100","114","107","6","1","-",
"강도살인·치사","2012 년","29","30","103.4","45","42","2","1","-",
"강도살인·치사","2013 년","28","27","96.4","50","41","4","5","",
"강도살인·치사","2014 년","27","27","100","52","42","10","","",
"강도살인·치사","2015 년","30","31","103.3","58","50","3","5","",
"강도살인·치사","2016 년","22","22","100","28","27","1","-","-",
"강도살인·치사","2017 년","26","26","100","32","28","4","-","-",
"강도살인·치사","2018 년","19","18","94.7","34","30","3","1","-",
"강도살인·치사","2019 년","22","22","100","29","28","1","-","-",
"강도살인·치사","2020 년","19","16","84.2","22","21","1","-","-",
"강도살인·치사","2021 년","16","16","100","18","17","1","-","-",
"강도살인·치사","2022 년","14","14","100","22","21","1","-","-",
"해상강도(살인·치사·상해·치상)","2011 년","1","1","100","13","5","-","8","-",
"해상강도(살인·치사·상해·치상)","2012 년","-","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","2016 년","-","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","2017 년","-","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","2018 년","-","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","2019 년","-","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","2020 년","-","-","-","-","-","-","-","-",
"해상강도(살인·치사·상해·치상)","2021 년","-","-","-","1","1","-","-","-",
"해상강도(살인·치사·상해·치상)","2022 년","-","-","-","-","-","-","-","-",
"인질강도","2011 년","29","25","86.2","90","71","10","9","-",
"인질강도","2012 년","18","15","83.3","50","34","7","9","-",
"인질강도","2013 년","23","21","91.3","112","66","4","42","",
"인질강도","2014 년","10","9","90","38","24","2","12","",
"인질강도","2015 년","12","9","75","43","38","1","4","",
"인질강도","2016 년","10","11","110","43","28","2","13","-",
"인질강도","2017 년","7","6","85.7","35","30","-","5","-",
"인질강도","2018 년","3","3","100","13","11","2","-","-",
"인질강도","2019 년","2","1","50","3","2","-","1","-",
"인질강도","2020 년","5","4","80","20","15","2","3","-",
"인질강도","2021 년","-","-","-","-","-","-","-","-",
"인질강도","2022 년","2","3","150","3","3","-","-","-",
"강도강간","2011 년","132","122","92.4","87","83","-","4","-",
"강도강간","2012 년","66","71","107.6","58","55","-","3","-",
"강도강간","2013 년","48","45","93.8","28","27","","1","",
"강도강간","2014 년","43","44","102.3","41","41","","","",
"강도강간","2015 년","21","23","109.5","17","17","","","",
"강도강간","2016 년","16","20","125","18","18","-","-","-",
"강도강간","2017 년","19","21","110.5","22","19","-","3","-",
"강도강간","2018 년","24","26","108.3","18","17","-","1","-",
"강도강간","2019 년","10","11","110","10","10","-","-","-",
"강도강간","2020 년","5","5","100","6","5","-","1","-",
"강도강간","2021 년","8","9","112.5","11","11","-","-","-",
"강도강간","2022 년","5","4","80","4","4","-","-","-",
"(특수·인질·해상)강도(상습)","2011 년","-","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","2012 년","-","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","2016 년","1","1","100","1","1","-","-","-",
"(특수·인질·해상)강도(상습)","2017 년","-","-","-","1","1","-","-","-",
"(특수·인질·해상)강도(상습)","2018 년","-","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","2019 년","-","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","2020 년","-","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","2021 년","-","-","-","-","-","-","-","-",
"(특수·인질·해상)강도(상습)","2022 년","-","-","-","-","-","-","-","-",
"특가법(강도)","2011 년","50","45","90","31","23","7","1","-",
"특가법(강도)","2012 년","39","43","110.3","11","11","-","-","-",
"특가법(강도)","2013 년","7","11","157.1","9","9","","","",
"특가법(강도)","2014 년","44","44","100","13","12","1","","",
"특가법(강도)","2015 년","1","1","100","1","1","","","",
"특가법(강도)","2016 년","2","2","100","2","2","-","-","-",
"특가법(강도)","2017 년","2","2","100","3","3","-","-","-",
"특가법(강도)","2018 년","4","4","100","3","3","-","-","-",
"특가법(강도)","2019 년","7","7","100","4","4","-","-","-",
"특가법(강도)","2020 년","2","2","100","2","2","-","-","-",
"특가법(강도)","2021 년","2","2","100","2","2","-","-","-",
"특가법(강도)","2022 년","3","3","100","2","2","-","-","-",
"특가법(강도상해재범)","2011 년","4","4","100","4","4","-","-","-",
"특가법(강도상해재범)","2012 년","8","8","100","6","6","-","-","-",
"특가법(강도상해재범)","2013 년","5","5","100","7","7","","","",
"특가법(강도상해재범)","2014 년","","","","1","1","","","",
"특가법(강도상해재범)","2015 년","3","3","100","2","2","","","",
"특가법(강도상해재범)","2016 년","1","1","100","1","1","-","-","-",
"특가법(강도상해재범)","2017 년","2","2","100","2","2","-","-","-",
"특가법(강도상해재범)","2018 년","-","-","-","-","-","-","-","-",
"특가법(강도상해재범)","2019 년","1","2","200","1","1","-","-","-",
"특가법(강도상해재범)","2020 년","-","-","-","1","1","-","-","-",
"특가법(강도상해재범)","2021 년","2","2","100","2","2","-","-","-",
"특가법(강도상해재범)","2022 년","-","-","-","-","-","-","-","-",
"강간·강제추행","2011 년","19498","16404","84.1","17936","17388","264","284","-",
"강간·강제추행","2012 년","19670","16630","84.5","18585","17813","376","396","-",
"강간","2011 년","2538","2190","86.3","2150","2086","23","41","-",
"강간","2012 년","2270","2050","90.3","2170","2100","22","48","-",
"강제추행(준)","2011 년","8081","5992","74.1","6290","6092","85","113","-",
"강제추행(준)","2012 년","8692","6386","73.5","6815","6478","155","182","-",
"준강간","2011 년","586","526","89.8","605","598","2","5","-",
"준강간","2012 년","583","551","94.5","665","641","7","17","-",
"강간등상해·치상","2011 년","-","-","-","-","-","-","-","-",
"강간등상해·치상","2012 년","1200","1144","95.3","1284","1248","21","15","-",
"강간등살인·치사","2011 년","-","-","-","-","-","-","-","-",
"강간등살인·치사","2012 년","13","13","100","13","13","-","-","-",
"강간등상해","2011 년","414","391","94.4","436","420","12","4","-",
"강간등상해","2012 년","-","-","-","-","-","-","-","-",
"강간치상(준)","2011 년","823","774","94","855","835","13","7","-",
"강간치상(준)","2012 년","-","-","-","-","-","-","-","-",
"강간치사(준)","2011 년","-","-","-","-","-","-","-","-",
"강간치사(준)","2012 년","-","-","-","-","-","-","-","-",
"강제추행치상(준)","2011 년","235","198","84.3","217","212","-","5","-",
"강제추행치상(준)","2012 년","-","-","-","-","-","-","-","-",
"강간등살인","2011 년","7","6","85.7","6","6","-","-","-",
"강간등살인","2012 년","-","-","-","-","-","-","-","-",
"강제추행치사(준)","2011 년","1","1","100","1","1","-","-","-",
"강제추행치사(준)","2012 년","-","-","-","-","-","-","-","-",
"미성년자등간음·추행(심신미약자)","2011 년","65","55","84.6","60","58","-","2","-",
"미성년자등간음·추행(심신미약자)","2012 년","48","46","95.8","56","56","-","-","-",
"피보호자(피감호자)간음","2011 년","10","9","90","9","9","-","-","-",
"피보호자(피감호자)간음","2012 년","8","9","112.5","13","12","1","-","-",
"미성년자의제강간등","2011 년","46","36","78.3","42","39","-","3","-",
"미성년자의제강간등","2012 년","56","49","87.5","51","51","-","-","-",
"청소년에대한강간등","2011 년","1943","1824","93.9","2234","2148","59","27","-",
"청소년에대한강간등","2012 년","2474","2257","91.2","2726","2594","79","53","-",
"친족관계에의한강간","2011 년","201","192","95.5","188","180","8","-","-",
"친족관계에의한강간","2012 년","208","207","99.5","198","197","1","-","-",
"친족관계에의한강제추행","2011 년","149","147","98.7","144","142","1","1","-",
"친족관계에의한강제추행","2012 년","184","180","97.8","195","188","6","1","-",
"친족관계에의한준강간등","2011 년","26","25","96.2","27","27","-","-","-",
"친족관계에의한준강간등","2012 년","26","27","103.8","35","34","1","-","-",
"장애인에대한강간등","2011 년","494","462","93.5","391","386","-","5","-",
"장애인에대한강간등","2012 년","632","601","95.1","684","653","13","18","-",
"13세미만미성년자강간등","2011 년","838","761","90.8","741","720","5","16","-",
"13세미만미성년자강간등","2012 년","819","749","91.5","814","788","13","13","-",
"업무상위력등에의한추행","2011 년","121","108","89.3","119","116","1","2","-",
"업무상위력등에의한추행","2012 년","160","161","100.6","162","159","2","1","-",
"공중밀집장소에서의추행","2011 년","1651","1542","93.4","1589","1577","4","8","-",
"공중밀집장소에서의추행","2012 년","1243","1135","91.3","1181","1161","6","14","-",
"주거침입강간등","2011 년","341","304","89.1","287","274","1","12","-",
"주거침입강간등","2012 년","323","319","98.8","308","299","-","9","-",
"특수절도강간등","2011 년","16","12","75","10","10","-","-","-",
"특수절도강간등","2012 년","23","22","95.7","13","13","-","-","-",
"특수강도강간등","2011 년","279","282","101.1","283","269","8","6","-",
"특수강도강간등","2012 년","208","237","113.9","205","201","-","4","-",
"특수강간","2011 년","452","431","95.4","929","888","23","18","-",
"특수강간","2012 년","361","356","98.6","678","628","32","18","-",
"특수강제추행","2011 년","72","57","79.2","133","113","15","5","-",
"특수강제추행","2012 년","58","50","86.2","114","95","17","2","-",
"특수준강제추행","2011 년","105","76","72.4","186","178","4","4","-",
"특수준강제추행","2012 년","73","73","100","202","201","-","1","-",
"성폭력범죄의처벌및피해자보호등에관한법률위반","2011 년","2","2","100","2","2","-","-","-",
"성폭력범죄의처벌및피해자보호등에관한법률위반","2012 년","3","3","100","2","2","-","-","-",
"업무상위력간음","2011 년","2","1","50","2","2","-","-","-",
"업무상위력간음","2012 년","5","5","100","1","1","-","-","-",
"강간","2013 년","5753","5481","95.3","6019","5843","93","83","",
"강간","2014 년","5078","5051","99.5","5641","5516","75","50","",
"강간","2015 년","5151","5101","99","5710","5612","57","41","",
"강간","2016 년","5155","5097","98.9","5916","5816","67","33","-",
"강간","2017 년","5223","5134","98.3","6012","5914","75","23","-",
"강간","2018 년","5293","5206","98.4","6087","5923","94","70","-",
"강간","2019 년","5310","5197","97.9","6230","6081","96","53","-",
"강간","2020 년","5313","5183","97.6","6243","6090","104","49","-",
"강간","2021 년","5263","4981","94.6","5695","5580","78","37","-",
"강간","2022 년","5467","5151","94.2","5725","5594","72","59","-",
"강간","2013 년","2472","2323","94","2252","2195","27","30","",
"강간","2014 년","2036","2019","99.2","2007","1980","17","10","",
"강간","2015 년","2049","2032","99.2","2077","2051","11","15","",
"강간","2016 년","2151","2125","98.8","2268","2240","19","9","-",
"강간","2017 년","2118","2078","98.1","2243","2220","17","6","-",
"강간","2018 년","2214","2166","97.8","2362","2323","26","13","-",
"강간","2019 년","2265","2215","97.8","2480","2432","29","19","-",
"강간","2020 년","2316","2253","97.3","2520","2457","44","19","-",
"강간","2021 년","2166","2032","93.8","2172","2131","31","10","-",
"강간","2022 년","2191","2064","94.2","2163","2126","26","11","-",
"강간(상습)","2013 년","2","2","100","2","2","","","",
"강간(상습)","2014 년","2","2","100","2","2","","","",
"강간(상습)","2015 년","4","4","100","2","2","","","",
"강간(상습)","2016 년","1","1","100","-","-","-","-","-",
"강간(상습)","2017 년","2","2","100","2","2","-","-","-",
"강간(상습)","2018 년","3","3","100","3","3","-","-","-",
"강간(상습)","2019 년","2","2","100","1","1","-","-","-",
"강간(상습)","2020 년","4","4","100","4","4","-","-","-",
"강간(상습)","2021 년","-","-","-","-","-","-","-","-",
"강간(상습)","2022 년","5","5","100","5","5","-","-","-",
"준강간","2013 년","816","765","93.8","861","842","7","12","",
"준강간","2014 년","769","761","99","841","831","6","4","",
"준강간","2015 년","821","807","98.3","905","898","4","3","",
"준강간","2016 년","934","922","98.7","990","984","2","4","-",
"준강간","2017 년","1082","1053","97.3","1182","1170","4","8","-",
"준강간","2018 년","1074","1066","99.3","1166","1143","11","12","-",
"준강간","2019 년","1160","1135","97.8","1295","1276","9","10","-",
"준강간","2020 년","1128","1102","97.7","1290","1275","9","6","-",
"준강간","2021 년","1048","997","95.1","1099","1089","7","3","-",
"준강간","2022 년","1085","1028","94.7","1088","1070","12","6","-",
"준강간(상습)","2013 년","1","1","100","1","1","","","",
"준강간(상습)","2016 년","-","-","-","-","-","-","-","-",
"준강간(상습)","2017 년","-","-","-","-","-","-","-","-",
"준강간(상습)","2018 년","3","3","100","3","3","-","-","-",
"준강간(상습)","2019 년","2","2","100","2","2","-","-","-",
"준강간(상습)","2020 년","1","1","100","1","1","-","-","-",
"준강간(상습)","2021 년","-","-","-","-","-","-","-","-",
"준강간(상습)","2022 년","2","2","100","2","2","-","-","-",
"강간상해·치상","2013 년","602","585","97.2","632","626","6","","",
"강간상해·치상","2014 년","436","441","101.1","454","452","1","1","",
"강간상해·치상","2015 년","430","432","100.5","468","459","5","4","",
"강간상해·치상","2016 년","371","367","98.9","389","389","-","-","-",
"강간상해·치상","2017 년","360","361","100.3","381","379","2","-","-",
"강간상해·치상","2018 년","330","330","100","349","345","3","1","-",
"강간상해·치상","2019 년","328","326","99.4","345","338","5","2","-",
"강간상해·치상","2020 년","274","265","96.7","304","296","7","1","-",
"강간상해·치상","2021 년","283","274","96.8","295","290","3","2","-",
"강간상해·치상","2022 년","243","240","98.8","244","244","-","-","-",
"강간살인·치사","2013 년","7","7","100","7","7","","","",
"강간살인·치사","2014 년","1","1","100","1","1","","","",
"강간살인·치사","2015 년","","","","1","1","","","",
"강간살인·치사","2016 년","4","4","100","3","3","-","-","-",
"강간살인·치사","2017 년","2","2","100","3","2","-","1","-",
"강간살인·치사","2018 년","3","4","133.3","5","5","-","-","-",
"강간살인·치사","2019 년","-","-","-","-","-","-","-","-",
"강간살인·치사","2020 년","2","2","100","2","2","-","-","-",
"강간살인·치사","2021 년","1","1","100","1","1","-","-","-",
"강간살인·치사","2022 년","2","2","100","2","2","-","-","-",
"미성년자간음(심신미약자)","2013 년","13","14","107.7","13","13","","","",
"미성년자간음(심신미약자)","2014 년","13","13","100","16","16","","","",
"미성년자간음(심신미약자)","2015 년","15","14","93.3","18","15","","3","",
"미성년자간음(심신미약자)","2016 년","9","10","111.1","10","10","-","-","-",
"미성년자간음(심신미약자)","2017 년","4","4","100","4","4","-","-","-",
"미성년자간음(심신미약자)","2018 년","16","16","100","24","23","1","-","-",
"미성년자간음(심신미약자)","2019 년","6","6","100","6","6","-","-","-",
"미성년자간음(심신미약자)","2020 년","24","23","95.8","29","29","-","-","-",
"미성년자간음(심신미약자)","2021 년","36","33","91.7","49","46","2","1","-",
"미성년자간음(심신미약자)","2022 년","63","57","90.5","70","66","3","1","-",
"업무상위력에의한간음","2013 년","17","16","94.1","18","18","","","",
"업무상위력에의한간음","2014 년","12","11","91.7","15","15","","","",
"업무상위력에의한간음","2015 년","16","17","106.3","18","18","","","",
"업무상위력에의한간음","2016 년","18","18","100","16","16","-","-","-",
"업무상위력에의한간음","2017 년","24","23","95.8","28","28","-","-","-",
"업무상위력에의한간음","2018 년","30","29","96.7","35","33","2","-","-",
"업무상위력에의한간음","2019 년","27","26","96.3","38","37","1","-","-",
"업무상위력에의한간음","2020 년","32","32","100","37","36","1","-","-",
"업무상위력에의한간음","2021 년","24","23","95.8","30","29","1","-","-",
"업무상위력에의한간음","2022 년","18","17","94.4","19","19","-","-","-",
"친족관계에의한강간","2013 년","220","214","97.3","202","201","1","","",
"친족관계에의한강간","2014 년","209","211","101","184","179","5","","",
"친족관계에의한강간","2015 년","170","168","98.8","172","171","1","","",
"친족관계에의한강간","2016 년","162","160","98.8","181","174","7","-","-",
"친족관계에의한강간","2017 년","146","145","99.3","151","149","2","-","-",
"친족관계에의한강간","2018 년","160","161","100.6","159","158","1","-","-",
"친족관계에의한강간","2019 년","116","110","94.8","122","117","5","-","-",
"친족관계에의한강간","2020 년","118","110","93.2","123","122","1","-","-",
"친족관계에의한강간","2021 년","143","138","96.5","144","143","1","-","-",
"친족관계에의한강간","2022 년","110","107","97.3","114","106","2","6","-",
"장애인에대한강간·간음","2013 년","413","403","97.6","472","454","9","9","",
"장애인에대한강간·간음","2014 년","436","414","95","477","462","2","13","",
"장애인에대한강간·간음","2015 년","411","401","97.6","413","409","","4","",
"장애인에대한강간·간음","2016 년","362","353","97.5","435","426","3","6","-",
"장애인에대한강간·간음","2017 년","331","323","97.6","398","384","9","5","-",
"장애인에대한강간·간음","2018 년","387","371","95.9","475","439","8","28","-",
"장애인에대한강간·간음","2019 년","350","338","96.6","410","401","3","6","-",
"장애인에대한강간·간음","2020 년","368","359","97.6","448","434","3","11","-",
"장애인에대한강간·간음","2021 년","309","283","91.6","332","323","6","3","-",
"장애인에대한강간·간음","2022 년","330","293","88.8","370","356","5","9","-",
"청소년에대한강간·간음","2013 년","673","648","96.3","647","616","21","10","",
"청소년에대한강간·간음","2014 년","715","722","101","817","778","26","13","",
"청소년에대한강간·간음","2015 년","677","677","100","810","785","20","5","",
"청소년에대한강간·간음","2016 년","649","639","98.5","822","788","24","10","-",
"청소년에대한강간·간음","2017 년","664","660","99.4","819","798","19","2","-",
"청소년에대한강간·간음","2018 년","617","611","99","768","740","20","8","-",
"청소년에대한강간·간음","2019 년","598","589","98.5","735","720","12","3","-",
"청소년에대한강간·간음","2020 년","555","547","98.6","729","705","20","4","-",
"청소년에대한강간·간음","2021 년","492","469","95.3","524","508","14","2","-",
"청소년에대한강간·간음","2022 년","461","442","95.9","483","474","7","2","-",
"미성년자의제강간","2013 년","32","32","100","38","37","","1","",
"미성년자의제강간","2014 년","41","37","90.2","44","43","1","","",
"미성년자의제강간","2015 년","44","44","100","55","55","","","",
"미성년자의제강간","2016 년","40","40","100","52","51","-","1","-",
"미성년자의제강간","2017 년","42","42","100","67","65","2","-","-",
"미성년자의제강간","2018 년","64","60","93.8","78","75","1","2","-",
"미성년자의제강간","2019 년","71","67","94.4","84","80","-","4","-",
"미성년자의제강간","2020 년","174","172","98.9","216","209","5","2","-",
"미성년자의제강간","2021 년","384","368","95.8","477","470","2","5","-",
"미성년자의제강간","2022 년","598","562","94","672","650","7","15","-",
"13세미만미성년자강간·간음","2013 년","115","108","93.9","126","119","4","3","",
"13세미만미성년자강간·간음","2014 년","75","77","102.7","92","88","1","3","",
"13세미만미성년자강간·간음","2015 년","85","82","96.5","87","82","5","","",
"13세미만미성년자강간·간음","2016 년","86","87","101.2","105","100","5","-","-",
"13세미만미성년자강간·간음","2017 년","90","88","97.8","104","98","6","-","-",
"13세미만미성년자강간·간음","2018 년","79","76","96.2","90","86","2","2","-",
"13세미만미성년자강간·간음","2019 년","86","86","100","101","100","1","-","-",
"13세미만미성년자강간·간음","2020 년","64","62","96.9","70","65","5","-","-",
"13세미만미성년자강간·간음","2021 년","73","70","95.9","80","77","1","2","-",
"13세미만미성년자강간·간음","2022 년","71","65","91.5","68","65","2","1","-",
"특수강간(준)","2013 년","370","363","98.1","748","712","18","18","",
"특수강간(준)","2014 년","290","302","104.1","651","630","16","5","",
"특수강간(준)","2015 년","289","285","98.6","546","529","10","7","",
"특수강간(준)","2016 년","220","227","103.2","494","484","7","3","-",
"특수강간(준)","2017 년","235","233","99.1","487","473","13","1","-",
"특수강간(준)","2018 년","204","202","99","453","436","16","1","-",
"특수강간(준)","2019 년","207","204","98.6","511","472","31","8","-",
"특수강간(준)","2020 년","162","163","100.6","364","352","8","4","-",
"특수강간(준)","2021 년","166","159","95.8","342","328","8","6","-",
"특수강간(준)","2022 년","171","157","91.8","292","283","7","2","-",
"주거침입강간","2014 년","33","29","87.9","31","30","","1","",
"주거침입강간","2015 년","110","109","99.1","109","109","","","",
"주거침입강간","2016 년","120","115","95.8","126","126","-","-","-",
"주거침입강간","2017 년","105","102","97.1","118","117","1","-","-",
"주거침입강간","2018 년","91","91","100","100","95","3","2","-",
"주거침입강간","2019 년","75","75","100","85","84","-","1","-",
"주거침입강간","2020 년","81","78","96.3","91","89","-","2","-",
"주거침입강간","2021 년","95","92","96.8","101","97","2","2","-",
"주거침입강간","2022 년","70","71","101.4","75","75","-","-","-",
"절도강간","2014 년","2","2","100","1","1","","","",
"절도강간","2015 년","1","1","100","2","2","","","",
"절도강간","2016 년","3","3","100","3","3","-","-","-",
"절도강간","2017 년","1","1","100","1","1","-","-","-",
"절도강간","2018 년","-","-","-","-","-","-","-","-",
"절도강간","2019 년","-","-","-","-","-","-","-","-",
"절도강간","2020 년","-","-","-","1","1","-","-","-",
"절도강간","2021 년","1","1","100","1","1","-","-","-",
"절도강간","2022 년","1","1","100","1","1","-","-","-",
"특수강도강간","2014 년","8","9","112.5","8","8","","","",
"특수강도강간","2015 년","29","28","96.6","27","26","1","","",
"특수강도강간","2016 년","25","26","104","22","22","-","-","-",
"특수강도강간","2017 년","17","17","100","24","24","-","-","-",
"특수강도강간","2018 년","18","17","94.4","17","16","-","1","-",
"특수강도강간","2019 년","17","16","94.1","15","15","-","-","-",
"특수강도강간","2020 년","10","10","100","14","13","1","-","-",
"특수강도강간","2021 년","12","12","100","12","12","-","-","-",
"특수강도강간","2022 년","7","7","100","7","7","-","-","-",
"아동학대처벌법위반(상습강간·간음)","2016 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강간·간음)","2017 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강간·간음)","2018 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강간·간음)","2019 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강간·간음)","2020 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강간·간음)","2021 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습강간·간음)","2022 년","-","-","-","-","-","-","-","-",
"16세미만아동·청소년간음","2021 년","30","29","96.7","36","35","-","1","-",
"16세미만아동·청소년간음","2022 년","39","31","79.5","50","43","1","6","-",
"유사강간","2013 년","132","122","92.4","140","137","1","2","",
"유사강간","2014 년","375","359","95.7","395","385","7","3","",
"유사강간","2015 년","518","514","99.2","539","527","10","2","",
"유사강간","2016 년","583","568","97.4","606","597","7","2","-",
"유사강간","2017 년","636","631","99.2","699","683","14","2","-",
"유사강간","2018 년","776","758","97.7","861","832","21","8","-",
"유사강간","2019 년","782","768","98.2","908","875","25","8","-",
"유사강간","2020 년","823","796","96.7","959","902","43","14","-",
"유사강간","2021 년","814","783","96.2","843","818","22","3","-",
"유사강간","2022 년","947","894","94.4","923","894","26","3","-",
"유사강간","2013 년","60","52","86.7","49","48","1","","",
"유사강간","2014 년","188","185","98.4","185","182","2","1","",
"유사강간","2015 년","218","212","97.2","221","218","3","","",
"유사강간","2016 년","306","298","97.4","306","302","2","2","-",
"유사강간","2017 년","289","285","98.6","318","305","11","2","-",
"유사강간","2018 년","377","369","97.9","404","391","11","2","-",
"유사강간","2019 년","376","374","99.5","421","400","17","4","-",
"유사강간","2020 년","407","385","94.6","457","424","23","10","-",
"유사강간","2021 년","396","380","96","411","398","11","2","-",
"유사강간","2022 년","470","423","90","439","421","16","2","-",
"유사강간(상습)","2015 년","1","1","100","1","1","","","",
"유사강간(상습)","2016 년","-","-","-","-","-","-","-","-",
"유사강간(상습)","2017 년","-","-","-","-","-","-","-","-",
"유사강간(상습)","2018 년","-","-","-","-","-","-","-","-",
"유사강간(상습)","2019 년","-","-","-","-","-","-","-","-",
"유사강간(상습)","2020 년","-","-","-","-","-","-","-","-",
"유사강간(상습)","2021 년","-","-","-","-","-","-","-","-",
"유사강간(상습)","2022 년","-","-","-","-","-","-","-","-",
"준유사강간","2013 년","6","6","100","10","10","","","",
"준유사강간","2014 년","26","22","84.6","25","24","","1","",
