"죄종별","시점","발생건수[건]","검거건수[건]","발생건수 대비 검거건수[%]","검거인원[명]","남자검거인원[명]","여자검거인원[명]","불상검거인원[명]","법인체[개]",
"저작권법","2017 년","13384","6683","49.9","13691","6457","2141","5093","938",
"저작권법","2018 년","9624","5131","53.3","10566","5169","1977","3420","1156",
"저작권법","2019 년","7489","4415","59","8757","4593","1832","2332","1090",
"저작권법","2020 년","6434","3896","60.6","7654","4144","1536","1974","1114",
"저작권법","2021 년","6216","3545","57","6601","3836","1095","1670","1004",
"저작권법","2022 년","9507","4726","49.7","9263","5247","1474","2542","1277",
"특허법","2011 년","222","185","83.3","332","286","19","27","101",
"특허법","2012 년","254","219","86.2","404","317","50","37","83",
"특허법","2013 년","220","176","80","365","313","36","16","90",
"특허법","2014 년","227","192","84.6","330","263","51","16","95",
"특허법","2015 년","208","168","80.8","375","292","42","41","112",
"특허법","2016 년","188","151","80.3","269","214","39","16","84",
"특허법","2017 년","192","166","86.5","318","246","41","31","80",
"특허법","2018 년","176","137","77.8","280","224","43","13","84",
"특허법","2019 년","182","148","81.3","293","230","38","25","73",
"특허법","2020 년","151","123","81.5","269","194","50","25","70",
"특허법","2021 년","80","57","71.2","118","98","18","2","29",
"특허법","2022 년","81","49","60.5","99","76","19","4","26",
"상표법","2011 년","2177","2103","96.6","2721","1636","993","92","110",
"상표법","2012 년","1640","1566","95.5","2378","1530","787","61","122",
"상표법","2013 년","1996","1879","94.1","2497","1446","978","73","83",
"상표법","2014 년","2622","2433","92.8","3086","1596","1382","108","120",
"상표법","2015 년","2692","2557","95","3408","1777","1548","83","135",
"상표법","2016 년","3113","3003","96.5","4087","2121","1890","76","161",
"상표법","2017 년","2261","2185","96.6","3121","1765","1315","41","151",
"상표법","2018 년","2485","2361","95","2669","1569","1052","48","163",
"상표법","2019 년","2709","2507","92.5","3496","1931","1442","123","197",
"상표법","2020 년","2253","2109","93.6","2792","1560","1148","84","129",
"상표법","2021 년","2301","2158","93.8","2540","1230","1280","30","78",
"상표법","2022 년","2216","1966","88.7","2345","1185","1112","48","81",
"실용신안법","2011 년","90","78","86.7","127","104","15","8","20",
"실용신안법","2012 년","124","103","83.1","197","153","30","14","31",
"실용신안법","2013 년","87","68","78.2","189","166","20","3","22",
"실용신안법","2014 년","33","28","84.8","59","52","6","1","14",
"실용신안법","2015 년","40","36","90","66","52","9","5","18",
"실용신안법","2016 년","35","26","74.3","52","39","9","4","5",
"실용신안법","2017 년","16","14","87.5","28","19","4","5","4",
"실용신안법","2018 년","15","13","86.7","17","16","1","-","7",
"실용신안법","2019 년","9","6","66.7","11","9","2","-","6",
"실용신안법","2020 년","14","11","78.6","22","19","3","-","11",
"실용신안법","2021 년","25","11","44","25","16","9","-","2",
"실용신안법","2022 년","18","6","33.3","14","10","3","1","4",
"디자인보호법","2011 년","231","196","84.8","359","242","69","48","34",
"디자인보호법","2012 년","333","277","83.2","647","386","107","154","53",
"디자인보호법","2013 년","283","199","70.3","408","266","104","38","72",
"디자인보호법","2014 년","315","238","75.6","406","274","83","49","60",
"디자인보호법","2015 년","218","178","81.7","324","241","66","17","41",
"디자인보호법","2016 년","177","146","82.5","247","196","35","16","60",
"디자인보호법","2017 년","199","163","81.9","285","207","62","16","132",
"디자인보호법","2018 년","224","182","81.2","312","226","78","8","134",
"디자인보호법","2019 년","272","241","88.6","338","212","116","10","62",
"디자인보호법","2020 년","417","326","78.2","508","349","153","6","35",
"디자인보호법","2021 년","160","126","78.8","193","133","59","1","26",
"디자인보호법","2022 년","140","97","69.3","141","76","62","3","26",
"컴퓨터프로그램보호법","2011 년","4","5","125","5","3","2","-","-",
"컴퓨터프로그램보호법","2012 년","3","2","66.7","4","-","4","-","-",
"컴퓨터프로그램보호법","2013 년","2","1","50","4","2","1","1","2",
"컴퓨터프로그램보호법","2014 년","2","2","100","2","1","1","","1",
"컴퓨터프로그램보호법","2015 년","3","2","66.7","1","1","","","",
"컴퓨터프로그램보호법","2016 년","-","-","-","-","-","-","-","-",
"컴퓨터프로그램보호법","2017 년","-","-","-","-","-","-","-","-",
"컴퓨터프로그램보호법","2018 년","-","-","-","-","-","-","-","-",
"컴퓨터프로그램보호법","2019 년","-","-","-","-","-","-","-","-",
"컴퓨터프로그램보호법","2020 년","-","-","-","-","-","-","-","-",
"컴퓨터프로그램보호법","2021 년","-","-","-","-","-","-","-","-",
"컴퓨터프로그램보호법","2022 년","-","-","-","-","-","-","-","-",
"특가법(관세)","2011 년","6","5","83.3","6","6","-","-","1",
"특가법(관세)","2012 년","-","-","-","-","-","-","-","-",
"특가법(관세)","2014 년","3","3","100","25","15","10","","",
"특가법(관세)","2015 년","8","8","100","24","23","1","","3",
"특가법(관세)","2016 년","4","4","100","9","8","1","-","-",
"특가법(관세)","2017 년","8","6","75","23","17","3","3","1",
"특가법(관세)","2018 년","7","5","71.4","25","17","8","-","1",
"특가법(관세)","2019 년","4","4","100","19","16","3","-","-",
"특가법(관세)","2020 년","11","11","100","100","69","31","-","-",
"특가법(관세)","2021 년","5","4","80","18","16","2","-","-",
"특가법(관세)","2022 년","4","2","50","3","3","-","-","1",
"특가법(국고손실)","2011 년","3","3","100","9","7","2","-","-",
"특가법(국고손실)","2012 년","-","-","-","-","-","-","-","-",
"특가법(국고손실)","2013 년","3","3","100","6","6","","","",
"특가법(국고손실)","2014 년","1","1","100","6","5","","1","",
"특가법(국고손실)","2015 년","1","1","100","17","17","","","",
"특가법(국고손실)","2016 년","2","2","100","2","2","-","-","-",
"특가법(국고손실)","2017 년","3","2","66.7","24","19","4","1","-",
"특가법(국고손실)","2018 년","2","2","100","2","2","-","-","-",
"특가법(국고손실)","2019 년","6","6","100","23","20","2","1","-",
"특가법(국고손실)","2020 년","-","-","-","-","-","-","-","-",
"특가법(국고손실)","2021 년","3","2","66.7","25","5","3","17","-",
"특가법(국고손실)","2022 년","14","5","35.7","11","9","2","-","-",
"특가법(조세)","2011 년","209","164","78.5","493","442","28","23","182",
"특가법(조세)","2012 년","241","171","71","563","505","33","25","153",
"특가법(조세)","2013 년","271","231","85.2","574","531","34","9","201",
"특가법(조세)","2014 년","216","185","85.6","480","439","35","6","180",
"특가법(조세)","2015 년","201","182","90.5","462","417","38","7","192",
"특가법(조세)","2016 년","208","178","85.6","540","495","43","2","176",
"특가법(조세)","2017 년","232","185","79.7","462","402","52","8","171",
"특가법(조세)","2018 년","286","227","79.4","652","591","57","4","267",
"특가법(조세)","2019 년","238","184","77.3","518","475","42","1","215",
"특가법(조세)","2020 년","231","180","77.9","501","443","55","3","203",
"특가법(조세)","2021 년","193","151","78.2","311","284","26","1","139",
"특가법(조세)","2022 년","190","135","71.1","327","281","35","11","149",
"특경법(무인가단기금융업)","2011 년","1","1","100","1","1","-","-","-",
