Date,Open,High,Low,Close,Adj Close,Volume
1970-03-02,0.0000000000000000000000000000000000000000000000000000000000000000,90.8000030517578125000000000000000000000000000000000000000000000000,88.9199981689453125000000000000000000000000000000000000000000000000,89.7099990844726562500000000000000000000000000000000000000000000000,89.7099990844726562500000000000000000000000000000000000000000000000,12270000
1970-03-03,0.0000000000000000000000000000000000000000000000000000000000000000,90.6699981689453125000000000000000000000000000000000000000000000000,88.9599990844726562500000000000000000000000000000000000000000000000,90.2300033569335937500000000000000000000000000000000000000000000000,90.2300033569335937500000000000000000000000000000000000000000000000,11700000
1970-03-04,0.0000000000000000000000000000000000000000000000000000000000000000,91.0500030517578125000000000000000000000000000000000000000000000000,89.3199996948242187500000000000000000000000000000000000000000000000,90.0400009155273437500000000000000000000000000000000000000000000000,90.0400009155273437500000000000000000000000000000000000000000000000,11850000
1970-03-05,0.0000000000000000000000000000000000000000000000000000000000000000,90.9899978637695312500000000000000000000000000000000000000000000000,89.3799972534179687500000000000000000000000000000000000000000000000,90.0000000000000000000000000000000000000000000000000000000000000000,90.0000000000000000000000000000000000000000000000000000000000000000,11370000
1970-03-06,0.0000000000000000000000000000000000000000000000000000000000000000,90.3600006103515625000000000000000000000000000000000000000000000000,88.8399963378906250000000000000000000000000000000000000000000000000,89.4400024414062500000000000000000000000000000000000000000000000000,89.4400024414062500000000000000000000000000000000000000000000000000,10980000
1970-03-09,0.0000000000000000000000000000000000000000000000000000000000000000,89.4300003051757812500000000000000000000000000000000000000000000000,87.9400024414062500000000000000000000000000000000000000000000000000,88.5100021362304687500000000000000000000000000000000000000000000000,88.5100021362304687500000000000000000000000000000000000000000000000,9760000
1970-03-10,0.0000000000000000000000000000000000000000000000000000000000000000,89.4100036621093750000000000000000000000000000000000000000000000000,87.8899993896484375000000000000000000000000000000000000000000000000,88.7500000000000000000000000000000000000000000000000000000000000000,88.7500000000000000000000000000000000000000000000000000000000000000,9450000
1970-03-11,0.0000000000000000000000000000000000000000000000000000000000000000,89.5800018310546875000000000000000000000000000000000000000000000000,88.1100006103515625000000000000000000000000000000000000000000000000,88.6900024414062500000000000000000000000000000000000000000000000000,88.6900024414062500000000000000000000000000000000000000000000000000,9180000
1970-03-12,0.0000000000000000000000000000000000000000000000000000000000000000,89.0899963378906250000000000000000000000000000000000000000000000000,87.6800003051757812500000000000000000000000000000000000000000000000,88.3300018310546875000000000000000000000000000000000000000000000000,88.3300018310546875000000000000000000000000000000000000000000000000,9140000
1970-03-13,0.0000000000000000000000000000000000000000000000000000000000000000,89.4300003051757812500000000000000000000000000000000000000000000000,87.2900009155273437500000000000000000000000000000000000000000000000,87.8600006103515625000000000000000000000000000000000000000000000000,87.8600006103515625000000000000000000000000000000000000000000000000,9560000
1970-03-16,0.0000000000000000000000000000000000000000000000000000000000000000,87.9700012207031250000000000000000000000000000000000000000000000000,86.3899993896484375000000000000000000000000000000000000000000000000,86.9100036621093750000000000000000000000000000000000000000000000000,86.9100036621093750000000000000000000000000000000000000000000000000,8910000
1970-03-17,0.0000000000000000000000000000000000000000000000000000000000000000,87.8600006103515625000000000000000000000000000000000000000000000000,86.3600006103515625000000000000000000000000000000000000000000000000,87.2900009155273437500000000000000000000000000000000000000000000000,87.2900009155273437500000000000000000000000000000000000000000000000,9090000
1970-03-18,0.0000000000000000000000000000000000000000000000000000000000000000,88.2799987792968750000000000000000000000000000000000000000000000000,86.9300003051757812500000000000000000000000000000000000000000000000,87.5400009155273437500000000000000000000000000000000000000000000000,87.5400009155273437500000000000000000000000000000000000000000000000,9790000
1970-03-19,0.0000000000000000000000000000000000000000000000000000000000000000,88.1999969482421875000000000000000000000000000000000000000000000000,86.8799972534179687500000000000000000000000000000000000000000000000,87.4199981689453125000000000000000000000000000000000000000000000000,87.4199981689453125000000000000000000000000000000000000000000000000,8930000
1970-03-20,0.0000000000000000000000000000000000000000000000000000000000000000,87.7699966430664062500000000000000000000000000000000000000000000000,86.4300003051757812500000000000000000000000000000000000000000000000,87.0599975585937500000000000000000000000000000000000000000000000000,87.0599975585937500000000000000000000000000000000000000000000000000,7910000
1970-03-23,0.0000000000000000000000000000000000000000000000000000000000000000,87.6399993896484375000000000000000000000000000000000000000000000000,86.1900024414062500000000000000000000000000000000000000000000000000,86.9899978637695312500000000000000000000000000000000000000000000000,86.9899978637695312500000000000000000000000000000000000000000000000,7330000
1970-03-24,0.0000000000000000000000000000000000000000000000000000000000000000,88.4300003051757812500000000000000000000000000000000000000000000000,86.9000015258789062500000000000000000000000000000000000000000000000,87.9800033569335937500000000000000000000000000000000000000000000000,87.9800033569335937500000000000000000000000000000000000000000000000,8840000
1970-03-25,0.0000000000000000000000000000000000000000000000000000000000000000,91.0699996948242187500000000000000000000000000000000000000000000000,88.1100006103515625000000000000000000000000000000000000000000000000,89.7699966430664062500000000000000000000000000000000000000000000000,89.7699966430664062500000000000000000000000000000000000000000000000,17500000
1970-03-26,0.0000000000000000000000000000000000000000000000000000000000000000,90.6500015258789062500000000000000000000000000000000000000000000000,89.1800003051757812500000000000000000000000000000000000000000000000,89.9199981689453125000000000000000000000000000000000000000000000000,89.9199981689453125000000000000000000000000000000000000000000000000,11350000
1970-03-30,0.0000000000000000000000000000000000000000000000000000000000000000,90.4100036621093750000000000000000000000000000000000000000000000000,88.9100036621093750000000000000000000000000000000000000000000000000,89.6299972534179687500000000000000000000000000000000000000000000000,89.6299972534179687500000000000000000000000000000000000000000000000,9600000
1970-03-31,0.0000000000000000000000000000000000000000000000000000000000000000,90.1699981689453125000000000000000000000000000000000000000000000000,88.8499984741210937500000000000000000000000000000000000000000000000,89.6299972534179687500000000000000000000000000000000000000000000000,89.6299972534179687500000000000000000000000000000000000000000000000,8370000
1970-04-01,0.0000000000000000000000000000000000000000000000000000000000000000,90.6200027465820312500000000000000000000000000000000000000000000000,89.3000030517578125000000000000000000000000000000000000000000000000,90.0699996948242187500000000000000000000000000000000000000000000000,90.0699996948242187500000000000000000000000000000000000000000000000,9810000
1970-04-02,0.0000000000000000000000000000000000000000000000000000000000000000,90.6999969482421875000000000000000000000000000000000000000000000000,89.2799987792968750000000000000000000000000000000000000000000000000,89.7900009155273437500000000000000000000000000000000000000000000000,89.7900009155273437500000000000000000000000000000000000000000000000,10520000
1970-04-03,0.0000000000000000000000000000000000000000000000000000000000000000,90.1600036621093750000000000000000000000000000000000000000000000000,88.8099975585937500000000000000000000000000000000000000000000000000,89.3899993896484375000000000000000000000000000000000000000000000000,89.3899993896484375000000000000000000000000000000000000000000000000,9920000
1970-04-06,0.0000000000000000000000000000000000000000000000000000000000000000,89.6100006103515625000000000000000000000000000000000000000000000000,88.1500015258789062500000000000000000000000000000000000000000000000,88.7600021362304687500000000000000000000000000000000000000000000000,88.7600021362304687500000000000000000000000000000000000000000000000,8380000
1970-04-07,0.0000000000000000000000000000000000000000000000000000000000000000,89.3099975585937500000000000000000000000000000000000000000000000000,87.9400024414062500000000000000000000000000000000000000000000000000,88.5199966430664062500000000000000000000000000000000000000000000000,88.5199966430664062500000000000000000000000000000000000000000000000,8490000
1970-04-08,0.0000000000000000000000000000000000000000000000000000000000000000,89.0899963378906250000000000000000000000000000000000000000000000000,87.8300018310546875000000000000000000000000000000000000000000000000,88.4899978637695312500000000000000000000000000000000000000000000000,88.4899978637695312500000000000000000000000000000000000000000000000,9070000
1970-04-09,0.0000000000000000000000000000000000000000000000000000000000000000,89.3199996948242187500000000000000000000000000000000000000000000000,87.9599990844726562500000000000000000000000000000000000000000000000,88.5299987792968750000000000000000000000000000000000000000000000000,88.5299987792968750000000000000000000000000000000000000000000000000,9060000
1970-04-10,0.0000000000000000000000000000000000000000000000000000000000000000,89.1399993896484375000000000000000000000000000000000000000000000000,87.8199996948242187500000000000000000000000000000000000000000000000,88.2399978637695312500000000000000000000000000000000000000000000000,88.2399978637695312500000000000000000000000000000000000000000000000,10020000
1970-04-13,0.0000000000000000000000000000000000000000000000000000000000000000,88.6699981689453125000000000000000000000000000000000000000000000000,87.1500015258789062500000000000000000000000000000000000000000000000,87.6399993896484375000000000000000000000000000000000000000000000000,87.6399993896484375000000000000000000000000000000000000000000000000,8810000
1970-04-14,0.0000000000000000000000000000000000000000000000000000000000000000,87.7300033569335937500000000000000000000000000000000000000000000000,86.0100021362304687500000000000000000000000000000000000000000000000,86.8899993896484375000000000000000000000000000000000000000000000000,86.8899993896484375000000000000000000000000000000000000000000000000,10840000
1970-04-15,0.0000000000000000000000000000000000000000000000000000000000000000,87.7099990844726562500000000000000000000000000000000000000000000000,86.5299987792968750000000000000000000000000000000000000000000000000,86.7300033569335937500000000000000000000000000000000000000000000000,86.7300033569335937500000000000000000000000000000000000000000000000,9410000
1970-04-16,0.0000000000000000000000000000000000000000000000000000000000000000,87.1299972534179687500000000000000000000000000000000000000000000000,85.5100021362304687500000000000000000000000000000000000000000000000,85.8799972534179687500000000000000000000000000000000000000000000000,85.8799972534179687500000000000000000000000000000000000000000000000,10250000
1970-04-17,0.0000000000000000000000000000000000000000000000000000000000000000,86.3600006103515625000000000000000000000000000000000000000000000000,84.7500000000000000000000000000000000000000000000000000000000000000,85.6699981689453125000000000000000000000000000000000000000000000000,85.6699981689453125000000000000000000000000000000000000000000000000,10990000
1970-04-20,0.0000000000000000000000000000000000000000000000000000000000000000,86.3600006103515625000000000000000000000000000000000000000000000000,84.9899978637695312500000000000000000000000000000000000000000000000,85.8300018310546875000000000000000000000000000000000000000000000000,85.8300018310546875000000000000000000000000000000000000000000000000,8280000
1970-04-21,0.0000000000000000000000000000000000000000000000000000000000000000,86.5400009155273437500000000000000000000000000000000000000000000000,84.9899978637695312500000000000000000000000000000000000000000000000,85.3799972534179687500000000000000000000000000000000000000000000000,85.3799972534179687500000000000000000000000000000000000000000000000,8490000
1970-04-22,0.0000000000000000000000000000000000000000000000000000000000000000,85.5100021362304687500000000000000000000000000000000000000000000000,83.8399963378906250000000000000000000000000000000000000000000000000,84.2699966430664062500000000000000000000000000000000000000000000000,84.2699966430664062500000000000000000000000000000000000000000000000,10780000
1970-04-23,0.0000000000000000000000000000000000000000000000000000000000000000,84.3000030517578125000000000000000000000000000000000000000000000000,82.6100006103515625000000000000000000000000000000000000000000000000,83.0400009155273437500000000000000000000000000000000000000000000000,83.0400009155273437500000000000000000000000000000000000000000000000,11050000
1970-04-24,0.0000000000000000000000000000000000000000000000000000000000000000,83.6200027465820312500000000000000000000000000000000000000000000000,81.9599990844726562500000000000000000000000000000000000000000000000,82.7699966430664062500000000000000000000000000000000000000000000000,82.7699966430664062500000000000000000000000000000000000000000000000,10410000
1970-04-27,0.0000000000000000000000000000000000000000000000000000000000000000,83.0800018310546875000000000000000000000000000000000000000000000000,81.0800018310546875000000000000000000000000000000000000000000000000,81.4599990844726562500000000000000000000000000000000000000000000000,81.4599990844726562500000000000000000000000000000000000000000000000,10240000
1970-04-28,0.0000000000000000000000000000000000000000000000000000000000000000,82.1600036621093750000000000000000000000000000000000000000000000000,79.8600006103515625000000000000000000000000000000000000000000000000,80.2699966430664062500000000000000000000000000000000000000000000000,80.2699966430664062500000000000000000000000000000000000000000000000,12620000
1970-04-29,0.0000000000000000000000000000000000000000000000000000000000000000,83.2300033569335937500000000000000000000000000000000000000000000000,79.3099975585937500000000000000000000000000000000000000000000000000,81.8099975585937500000000000000000000000000000000000000000000000000,81.8099975585937500000000000000000000000000000000000000000000000000,15800000
1970-04-30,0.0000000000000000000000000000000000000000000000000000000000000000,82.5699996948242187500000000000000000000000000000000000000000000000,80.7600021362304687500000000000000000000000000000000000000000000000,81.5199966430664062500000000000000000000000000000000000000000000000,81.5199966430664062500000000000000000000000000000000000000000000000,9880000
1970-05-01,0.0000000000000000000000000000000000000000000000000000000000000000,82.3199996948242187500000000000000000000000000000000000000000000000,80.2699966430664062500000000000000000000000000000000000000000000000,81.4400024414062500000000000000000000000000000000000000000000000000,81.4400024414062500000000000000000000000000000000000000000000000000,8290000
1970-05-04,0.0000000000000000000000000000000000000000000000000000000000000000,81.2799987792968750000000000000000000000000000000000000000000000000,78.8499984741210937500000000000000000000000000000000000000000000000,79.3700027465820312500000000000000000000000000000000000000000000000,79.3700027465820312500000000000000000000000000000000000000000000000,11450000
1970-05-05,0.0000000000000000000000000000000000000000000000000000000000000000,79.8300018310546875000000000000000000000000000000000000000000000000,78.0199966430664062500000000000000000000000000000000000000000000000,78.5999984741210937500000000000000000000000000000000000000000000000,78.5999984741210937500000000000000000000000000000000000000000000000,10580000
1970-05-06,0.0000000000000000000000000000000000000000000000000000000000000000,80.9100036621093750000000000000000000000000000000000000000000000000,78.2300033569335937500000000000000000000000000000000000000000000000,79.4700012207031250000000000000000000000000000000000000000000000000,79.4700012207031250000000000000000000000000000000000000000000000000,14380000
